Country.Name,Country.Code,Indicator.Name,Indicator.Code,Year,Level
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1966,48.53544002
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X1966,128356.001
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X1966,NA
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1966,79.50358176
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1967,1283.45
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X1967,NA
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1967,58.17326839
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1967,65543.958
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X1967,NA
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1967,47.39411479
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X1967,107472.436
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X1967,NA
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1967,NA
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X1967,66193.017
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X1967,NA
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1967,21.48671834
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1967,281896.958
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X1967,NA
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1967,7.709234388
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1967,458.375
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X1967,NA
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1967,16.64868524
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X1967,86519.198
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X1967,NA
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1967,64.7925087
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1967,24561.566
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X1967,NA
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1967,21.22468356
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X1967,172238.99
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X1967,NA
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1967,59.80344344
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1967,2702.579
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X1967,NA
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1967,44.33004182
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X1967,90101.857
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X1967,NA
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1967,50.3299982
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X1967,1081.765
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X1967,NA
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1967,29.74904437
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1967,19328.757
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X1967,NA
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1967,2.73789588
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X1967,21572.961
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X1967,NA
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1967,48.60678705
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X1967,133885.837
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X1967,NA
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1967,79.28513136
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1968,1224.778
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X1968,NA
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1968,58.17480011
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1968,69082.613
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X1968,NA
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1968,47.22310528
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X1968,118557.777
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X1968,NA
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1968,NA
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X1968,77421.371
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X1968,NA
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1968,22.16079176
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1968,303539.592
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X1968,NA
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1968,7.669535746
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1968,506.046
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X1968,NA
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1968,16.75445834
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X1968,97157.165
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X1968,NA
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1968,64.34631238
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1968,27586.841
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X1968,NA
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1968,21.22468356
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X1968,187336.029
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X1968,NA
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1968,59.99078431
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1968,2819.923
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X1968,NA
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1968,44.338827
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X1968,93988.877
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X1968,NA
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1968,50.29398904
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X1968,1232.112
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X1968,NA
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1968,29.74904437
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1968,21140.255
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X1968,NA
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1968,2.721468505
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X1968,24737.582
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X1968,NA
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1968,48.21762142
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X1968,138084.552
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X1968,NA
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1968,79.12850654
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1969,942.419
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X1969,NA
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1969,58.19930766
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1969,77329.696
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X1969,NA
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1969,47.24758741
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X1969,123618.237
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X1969,NA
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1969,NA
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X1969,84315.331
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X1969,NA
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1969,23.18434484
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1969,307400.943
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X1969,NA
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1969,7.629837104
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1969,572.052
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X1969,NA
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1969,16.86023143
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X1969,96882.14
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X1969,NA
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1969,65.08263636
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1969,33391.702
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X1969,NA
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1969,21.19708319
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X1969,190724.337
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X1969,NA
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1969,59.79839835
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1969,3131.618
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X1969,NA
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1969,44.34761219
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X1969,102287.298
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X1969,NA
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1969,50.26312405
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X1969,1287.117
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X1969,NA
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1969,29.79059332
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1969,22222.02
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X1969,NA
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1969,2.699565338
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X1969,23993.181
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X1969,NA
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1969,46.31070984
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X1969,143280.691
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X1969,NA
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1969,78.96363831
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1970,1672.152
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X1970,NA
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1970,58.21462488
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1970,82734.854
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X1970,NA
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1970,47.23954851
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X1970,125620.419
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X1970,NA
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1970,NA
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X1970,93761.523
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X1970,NA
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1970,23.37804823
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1970,341485.708
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X1970,NA
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1970,7.590138461
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1970,638.058
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X1970,NA
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1970,16.87715513
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X1970,116929.629
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X1970,NA
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1970,64.26627716
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1970,35822.923
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X1970,NA
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1970,21.19708319
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X1970,195143.072
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X1970,NA
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1970,59.88584652
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1970,3083.947
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X1970,NA
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1970,44.35639737
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X1970,114073.036
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X1970,NA
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1970,50.22505723
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X1970,1404.461
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X1970,NA
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1970,29.79059332
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1970,28012.213
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X1970,NA
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1970,2.611952669
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X1970,24337.879
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X1970,NA
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1970,46.52475093
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X1970,149763.947
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X1970,NA
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1970,78.79877008
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1971,1895.839
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X1971,NA
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1971,58.26057654
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1971,88939.418
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X1971,NA
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1971,47.19350749
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X1971,121528.047
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X1971,NA
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1971,NA
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X1971,102635.663
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X1971,NA
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1971,23.88473991
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1971,352607.719
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X1971,NA
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1971,7.550549788
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1971,810.407
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X1971,NA
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1971,16.98292822
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X1971,128682.364
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X1971,NA
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1971,65.39677458
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1971,38987.544
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X1971,NA
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1971,21.16948282
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X1971,205869.047
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X1971,NA
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1971,59.80680683
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1971,3685.335
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X1971,NA
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1971,44.36518256
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X1971,126339.151
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X1971,NA
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1971,49.86650891
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X1971,1507.137
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X1971,NA
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1971,29.9567891
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1971,27198.139
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X1971,NA
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1971,2.548981064
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X1971,23076.431
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X1971,NA
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1971,46.0318078
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X1971,168568.323
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X1971,NA
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1971,78.63390185
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1972,1532.806
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X1972,NA
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1972,58.27589376
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1972,90156.862
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X1972,NA
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1972,47.14746646
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X1972,130834.893
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X1972,NA
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1972,NA
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X1972,114362.729
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X1972,NA
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1972,24.26819843
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1972,381136.979
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X1972,NA
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1972,7.545271298
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1972,861.745
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X1972,NA
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1972,17.12466417
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X1972,145026.183
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X1972,NA
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1972,65.16467246
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1972,43340.273
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X1972,NA
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1972,21.16948282
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X1972,217849.136
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X1972,NA
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1972,59.85019457
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1972,3872.352
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X1972,NA
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1972,44.37396774
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X1972,132459.374
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X1972,NA
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1972,49.97556522
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X1972,1606.146
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X1972,NA
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1972,29.99833804
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1972,29427.675
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X1972,NA
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1972,2.491485251
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X1972,18929.054
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X1972,NA
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1972,46.05775218
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X1972,171725.61
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X1972,NA
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1972,78.47315533
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1973,1639.149
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X1973,NA
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1973,58.2789572
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1973,94065.884
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X1973,NA
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1973,47.10142544
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X1973,138872.957
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X1973,NA
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1973,NA
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X1973,132463.041
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X1973,NA
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1973,24.63000141
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1973,381621.023
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X1973,NA
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1973,7.540102777
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1973,898.415
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X1973,NA
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1973,17.26216919
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X1973,155367.123
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X1973,NA
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1973,64.5884189
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1973,49134.133
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X1973,NA
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1973,21.14188246
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X1973,224343.393
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X1973,NA
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1973,60.12094753
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1973,3920.023
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X1973,NA
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1973,44.38275293
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X1973,144292.783
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X1973,NA
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1973,50.10416935
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X1973,1829.833
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X1973,NA
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1973,30.08143593
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1973,30524.108
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X1973,NA
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1973,2.475057875
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X1973,20036.488
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X1973,NA
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1973,47.21876297
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X1973,173533.441
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X1973,NA
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1973,78.3041654
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1974,1917.841
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X1974,NA
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1974,58.2789572
