Country.Name,Country.Code,Indicator.Code,Year,Access to electricity (% of population),Agricultural land (% of land area),Agricultural methane emissions (thousand metric tons of CO2 equivalent),CO2 emissions (kt),Forest area (% of land area)
Belgium,BEL,EN.ATM.CO2E.KT,X2003,NA,NA,NA,112914.264,NA
Belgium,BEL,EN.ATM.CO2E.KT,X2004,NA,NA,NA,111102.766,NA
Belgium,BEL,EN.ATM.CO2E.KT,X2005,NA,NA,NA,108510.197,NA
Belgium,BEL,EN.ATM.CO2E.KT,X2006,NA,NA,NA,107072.733,NA
Belgium,BEL,EN.ATM.CO2E.KT,X2007,NA,NA,NA,103545.079,NA
Belgium,BEL,EN.ATM.CO2E.KT,X2008,NA,NA,NA,104443.494,NA
Belgium,BEL,EN.ATM.CO2E.KT,X2009,NA,NA,NA,99863.411,NA
Belgium,BEL,EN.ATM.CO2E.KT,X2010,NA,NA,NA,110824.074,NA
Belgium,BEL,EN.ATM.CO2E.KT,X2011,NA,NA,NA,99944.085,NA
Belgium,BEL,EN.ATM.CO2E.KT,X2012,NA,NA,NA,95107.312,NA
Belgium,BEL,EN.ATM.CO2E.KT,X2013,NA,NA,NA,96970.148,NA
Belgium,BEL,EN.ATM.CO2E.KT,X2014,NA,NA,NA,93350.819,NA
Belgium,BEL,EN.ATM.CO2E.KT,X2015,NA,NA,NA,NA,NA
Belgium,BEL,EN.ATM.CO2E.KT,X2016,NA,NA,NA,NA,NA
Belgium,BEL,EN.ATM.CO2E.KT,X2017,NA,NA,NA,NA,NA
Belgium,BEL,EN.ATM.CO2E.KT,X2018,NA,NA,NA,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1960,NA,NA,NA,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1961,NA,NA,NA,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1962,NA,NA,NA,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1963,NA,NA,NA,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1964,NA,NA,NA,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1965,NA,NA,NA,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1966,NA,NA,NA,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1967,NA,NA,NA,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1968,NA,NA,NA,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1969,NA,NA,0,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1970,NA,NA,5298.567004,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1971,NA,NA,5380.497445,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1972,NA,NA,5318.198665,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1973,NA,NA,5519.469025,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1974,NA,NA,5803.031976,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1975,NA,NA,5778.605973,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1976,NA,NA,5672.225101,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1977,NA,NA,5712.123187,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1978,NA,NA,5760.948269,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1979,NA,NA,5858.143621,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1980,NA,NA,5893.73765,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1981,NA,NA,5920.717852,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1982,NA,NA,5897.482636,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1983,NA,NA,6011.307212,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1984,NA,NA,6123.331753,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1985,NA,NA,6166.97806,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1986,NA,NA,6185.125293,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1987,NA,NA,6333.911717,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1988,NA,NA,6291.512928,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1989,NA,NA,6364.954781,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1990,NA,NA,6635.13987,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1991,NA,NA,6732.975614,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1992,NA,NA,6732.246947,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1993,NA,NA,6703.94322,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1994,NA,NA,6660.951504,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1995,NA,NA,6738.681452,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1996,NA,NA,6776.77209,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1997,NA,NA,6473.005554,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1998,NA,NA,6408.320681,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X1999,NA,NA,6730.740636,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X2000,NA,NA,6530.320001,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X2001,NA,NA,6434.631612,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X2002,NA,NA,6156.438897,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X2003,NA,NA,5902.823574,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X2004,NA,NA,5830.641545,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X2005,NA,NA,5702.512426,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X2006,NA,NA,5635.323299,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X2007,NA,NA,5580.571725,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X2008,NA,NA,5517.75693,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X2009,NA,NA,NA,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X2010,NA,NA,NA,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X2011,NA,NA,NA,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X2012,NA,NA,NA,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X2013,NA,NA,NA,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X2014,NA,NA,NA,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X2015,NA,NA,NA,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X2016,NA,NA,NA,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X2017,NA,NA,NA,NA,NA
Belgium,BEL,EN.ATM.METH.AG.KT.CE,X2018,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1960,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1961,NA,18.01010751,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1962,NA,18.65403068,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1963,NA,19.32379692,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1964,NA,19.86578354,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1965,NA,20.38671283,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1966,NA,20.94891926,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1967,NA,21.48671834,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1968,NA,22.16079176,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1969,NA,23.18434484,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1970,NA,23.37804823,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1971,NA,23.88473991,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1972,NA,24.26819843,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1973,NA,24.63000141,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1974,NA,25.13035197,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1975,NA,25.53391065,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1976,NA,25.84390786,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1977,NA,26.14816215,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1978,NA,26.32631183,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1979,NA,26.62231071,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1980,NA,26.83348209,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1981,NA,27.01845147,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1982,NA,27.29506804,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1983,NA,27.37702407,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1984,NA,27.50899123,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1985,NA,27.64263341,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1986,NA,28.00323996,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1987,NA,28.21094167,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1988,NA,28.4377864,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1989,NA,28.64656491,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1990,NA,28.90690991,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1991,NA,29.30568284,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1992,NA,29.51721316,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1993,NA,29.84671231,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1994,NA,30.08061602,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1995,NA,30.9245837,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1996,NA,30.99002888,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1997,NA,31.05547406,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1998,NA,31.1207996,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X1999,NA,31.19820917,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X2000,NA,31.27561874,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X2001,NA,31.52196541,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X2002,NA,31.80946957,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X2003,NA,32.12066321,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X2004,NA,32.55891861,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X2005,NA,32.5948828,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X2006,NA,32.6369264,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X2007,NA,32.49981455,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X2008,NA,32.72259139,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X2009,NA,32.72737714,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X2010,NA,32.71816457,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X2011,NA,32.94668431,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X2012,NA,32.97468097,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X2013,NA,33.44787237,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X2014,NA,33.9284817,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X2015,NA,33.98878219,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X2016,NA,33.92453345,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X2017,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.AGRI.ZS,X2018,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1960,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1961,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1962,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1963,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1964,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1965,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1966,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1967,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1968,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1969,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1970,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1971,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1972,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1973,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1974,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1975,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1976,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1977,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1978,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1979,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1980,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1981,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1982,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1983,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1984,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1985,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1986,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1987,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1988,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1989,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X1990,NA,NA,NA,NA,65.40988785
Brazil,BRA,AG.LND.FRST.ZS,X1991,NA,NA,NA,NA,65.10561859
Brazil,BRA,AG.LND.FRST.ZS,X1992,NA,NA,NA,NA,64.80135682
Brazil,BRA,AG.LND.FRST.ZS,X1993,NA,NA,NA,NA,64.49708757
Brazil,BRA,AG.LND.FRST.ZS,X1994,NA,NA,NA,NA,64.1928258
Brazil,BRA,AG.LND.FRST.ZS,X1995,NA,NA,NA,NA,63.88855654
Brazil,BRA,AG.LND.FRST.ZS,X1996,NA,NA,NA,NA,63.58428729
Brazil,BRA,AG.LND.FRST.ZS,X1997,NA,NA,NA,NA,63.28002552
Brazil,BRA,AG.LND.FRST.ZS,X1998,NA,NA,NA,NA,62.97575627
Brazil,BRA,AG.LND.FRST.ZS,X1999,NA,NA,NA,NA,62.67149076
Brazil,BRA,AG.LND.FRST.ZS,X2000,NA,NA,NA,NA,62.36722524
Brazil,BRA,AG.LND.FRST.ZS,X2001,NA,NA,NA,NA,62.01930094
Brazil,BRA,AG.LND.FRST.ZS,X2002,NA,NA,NA,NA,61.67137665
Brazil,BRA,AG.LND.FRST.ZS,X2003,NA,NA,NA,NA,61.32345235
Brazil,BRA,AG.LND.FRST.ZS,X2004,NA,NA,NA,NA,60.97552805
Brazil,BRA,AG.LND.FRST.ZS,X2005,NA,NA,NA,NA,60.62760375
Brazil,BRA,AG.LND.FRST.ZS,X2006,NA,NA,NA,NA,60.42957075
Brazil,BRA,AG.LND.FRST.ZS,X2007,NA,NA,NA,NA,60.23153402
Brazil,BRA,AG.LND.FRST.ZS,X2008,NA,NA,NA,NA,60.03350102
Brazil,BRA,AG.LND.FRST.ZS,X2009,NA,NA,NA,NA,59.83546429
Brazil,BRA,AG.LND.FRST.ZS,X2010,NA,NA,NA,NA,59.63743129
Brazil,BRA,AG.LND.FRST.ZS,X2011,NA,NA,NA,NA,59.51970175
Brazil,BRA,AG.LND.FRST.ZS,X2012,NA,NA,NA,NA,59.40197221
Brazil,BRA,AG.LND.FRST.ZS,X2013,NA,NA,NA,NA,59.28424267
Brazil,BRA,AG.LND.FRST.ZS,X2014,NA,NA,NA,NA,59.16651312
Brazil,BRA,AG.LND.FRST.ZS,X2015,NA,NA,NA,NA,59.04878358
Brazil,BRA,AG.LND.FRST.ZS,X2016,NA,NA,NA,NA,58.93105404
Brazil,BRA,AG.LND.FRST.ZS,X2017,NA,NA,NA,NA,NA
Brazil,BRA,AG.LND.FRST.ZS,X2018,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1960,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1961,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1962,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1963,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1964,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1965,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1966,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1967,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1968,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1969,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1970,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1971,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1972,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1973,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1974,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1975,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1976,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1977,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1978,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1979,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1980,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1981,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1982,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1983,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1984,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1985,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1986,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1987,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1988,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1989,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1990,87.475116,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1991,89.83562469,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1992,88.803833,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1993,89.999927,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1994,91.4888916,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1995,91.728598,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1996,92.867095,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1997,93.354139,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1998,94.193812,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X1999,94.76296,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X2000,94.46656799,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X2001,96.016528,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X2002,96.652996,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X2003,96.980098,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X2004,96.765107,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X2005,97.093513,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X2006,97.594314,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X2007,98.125382,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X2008,98.526625,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X2009,98.856938,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X2010,98.88305664,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X2011,99.328691,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X2012,99.519494,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X2013,99.575151,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X2014,99.650247,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X2015,99.710902,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X2016,100,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X2017,NA,NA,NA,NA,NA
Brazil,BRA,EG.ELC.ACCS.ZS,X2018,NA,NA,NA,NA,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1960,NA,NA,NA,46908.264,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1961,NA,NA,NA,49203.806,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1962,NA,NA,NA,53695.881,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1963,NA,NA,NA,55617.389,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1964,NA,NA,NA,56735.824,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1965,NA,NA,NA,56398.46,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1966,NA,NA,NA,64304.512,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1967,NA,NA,NA,66193.017,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1968,NA,NA,NA,77421.371,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1969,NA,NA,NA,84315.331,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1970,NA,NA,NA,93761.523,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1971,NA,NA,NA,102635.663,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1972,NA,NA,NA,114362.729,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1973,NA,NA,NA,132463.041,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1974,NA,NA,NA,143456.707,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1975,NA,NA,NA,151164.741,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1976,NA,NA,NA,155154.437,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1977,NA,NA,NA,162961.48,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1978,NA,NA,NA,176925.416,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1979,NA,NA,NA,188322.452,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1980,NA,NA,NA,187090.34,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1981,NA,NA,NA,171806.284,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1982,NA,NA,NA,172176.651,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1983,NA,NA,NA,166632.147,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1984,NA,NA,NA,168806.678,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1985,NA,NA,NA,181248.809,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1986,NA,NA,NA,198883.412,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1987,NA,NA,NA,207530.198,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1988,NA,NA,NA,209363.698,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1989,NA,NA,NA,214024.455,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1990,NA,NA,NA,208886.988,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1991,NA,NA,NA,219330.604,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1992,NA,NA,NA,220705.729,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1993,NA,NA,NA,230738.641,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1994,NA,NA,NA,242154.012,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1995,NA,NA,NA,258347.484,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1996,NA,NA,NA,284782.887,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1997,NA,NA,NA,300547.32,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1998,NA,NA,NA,312289.054,NA
Brazil,BRA,EN.ATM.CO2E.KT,X1999,NA,NA,NA,320173.104,NA
Brazil,BRA,EN.ATM.CO2E.KT,X2000,NA,NA,NA,327983.814,NA
Brazil,BRA,EN.ATM.CO2E.KT,X2001,NA,NA,NA,337433.673,NA
Brazil,BRA,EN.ATM.CO2E.KT,X2002,NA,NA,NA,332266.87,NA
Brazil,BRA,EN.ATM.CO2E.KT,X2003,NA,NA,NA,321621.569,NA
Brazil,BRA,EN.ATM.CO2E.KT,X2004,NA,NA,NA,337826.042,NA
Brazil,BRA,EN.ATM.CO2E.KT,X2005,NA,NA,NA,347308.904,NA
Brazil,BRA,EN.ATM.CO2E.KT,X2006,NA,NA,NA,347668.27,NA
Brazil,BRA,EN.ATM.CO2E.KT,X2007,NA,NA,NA,363212.683,NA
Brazil,BRA,EN.ATM.CO2E.KT,X2008,NA,NA,NA,387631.236,NA
Brazil,BRA,EN.ATM.CO2E.KT,X2009,NA,NA,NA,367147.374,NA
Brazil,BRA,EN.ATM.CO2E.KT,X2010,NA,NA,NA,419754.156,NA
Brazil,BRA,EN.ATM.CO2E.KT,X2011,NA,NA,NA,439412.943,NA
Brazil,BRA,EN.ATM.CO2E.KT,X2012,NA,NA,NA,470028.726,NA
